ID,Site,Latitude_WGS84,Longitude_WGS84,Ecoregion_Level_3,MAP,MAT,Elevation_ft,Cumulative_Precip,Precip_since_monitor,Date_Seeded,Date_Monitored,Treatment,Sand_Category,Clay_Category,Relative_Seed_Mix,Plot,Seeded_Sps_Fx_Grp,Density,Height,Source
6570,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Warm,10,NA,1,25,Invasive
6576,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Cool,6,NA,1,20,Native_Recruited
6577,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Cool,23,NA,1,20,Native_Recruited
6580,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Warm,10,NA,1,20,Invasive
6582,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Warm,16,NA,1,15,Native_Recruited
6591,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Warm,10,NA,1,12,Native_Recruited
6593,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Warm,16,cool season grass,1,10,Seeded
6597,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Warm,26,NA,1,10,Native_Recruited
6599,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Warm,16,NA,1,10,Native_Recruited
6601,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Warm,10,NA,1,10,Native_Recruited
6603,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Warm,36,NA,1,10,Native_Recruited
6617,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Cool,23,cool season grass,1,6,Seeded
6619,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Cool,23,NA,1,5,Native_Recruited
6621,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Cool,23,perennial forb legume,1,5,Seeded
6622,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Cool,30,perennial forb,1,5,Seeded
6628,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Cool,14,NA,1,5,Invasive
6629,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Cool,30,NA,1,5,Invasive
6631,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Cool,23,perennial forb,1,4,Seeded
6634,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Warm,26,NA,1,3,Native_Recruited
6635,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Cool,14,cool season grass,1,3,Seeded
6637,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Cool,30,NA,1,3,Invasive
6640,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,5.09,7/25/2018,11/26/2018,Pits,high,low,Cool,14,NA,1,2,Invasive
7530,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,26,NA,22,5,Invasive
7531,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,30,NA,18,8,Invasive
7532,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,16,NA,18,4,Invasive
7533,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,14,NA,16,10,Invasive
7534,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,10,NA,15,5,Invasive
7540,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,23,perennial forb legume,9,5,Seeded
7541,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,23,NA,9,3,Invasive
7543,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,36,NA,8,10,Invasive
7549,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,10,NA,7,5,Invasive
7556,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,30,perennial forb legume,6,8,Seeded
7558,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,6,NA,6,8,Invasive
7559,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,23,NA,6,7,Invasive
7573,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,10,NA,4,15,Invasive
7577,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,14,NA,4,10,Invasive
7582,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,26,NA,4,6,Native_Recruited
7584,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,30,cool season grass,3,45,Seeded
7585,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,16,NA,3,40,Native_Recruited
7587,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,6,perennial forb,3,20,Seeded
7589,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,16,NA,3,20,Invasive
7597,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,26,NA,3,10,Invasive
7603,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,26,NA,3,10,Invasive
7607,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,26,NA,3,5,Native_Recruited
7608,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,6,perennial forb legume,3,5,Seeded
7609,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,30,perennial forb legume,3,5,Seeded
7614,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,30,NA,3,4,Invasive
7615,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,14,cool season grass,3,3,Seeded
7618,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,6,cool season grass,2,40,Seeded
7625,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,16,NA,2,15,Native_Recruited
7626,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,16,NA,2,15,Native_Recruited
7627,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,14,NA,2,15,Native_Recruited
7632,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,14,NA,2,10,Native_Recruited
7634,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,26,NA,2,10,Native_Recruited
7641,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,6,NA,2,7,Invasive
7642,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,6,perennial forb legume,2,5,Seeded
7643,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,14,perennial forb legume,2,5,Seeded
7644,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,23,perennial forb legume,2,5,Seeded
7645,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,14,perennial forb,2,5,Seeded
7647,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,23,NA,2,5,Invasive
7651,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,30,cool season grass,2,3,Seeded
7658,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,14,cool season grass,1,55,Seeded
7661,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,23,cool season grass,1,45,Seeded
7663,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,23,cool season grass,1,40,Seeded
7664,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,26,NA,1,35,Native_Recruited
7666,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,10,NA,1,35,Invasive
7679,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,6,NA,1,20,Native_Recruited
7681,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,10,NA,1,20,Invasive
7683,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,23,NA,1,16,Native_Recruited
7693,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,23,cool season grass,1,10,Seeded
7699,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,10,NA,1,10,Native_Recruited
7700,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,36,NA,1,10,Native_Recruited
7708,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,23,NA,1,7,Native_Recruited
7711,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,16,NA,1,5,Native_Recruited
7713,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,23,perennial forb legume,1,5,Seeded
7715,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,23,perennial forb,1,5,Seeded
7716,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,30,perennial forb,1,5,Seeded
7717,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,10,NA,1,5,Native_Recruited
7721,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,10,NA,1,5,Invasive
7722,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,14,NA,1,5,Invasive
7723,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,30,NA,1,5,Invasive
7726,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,26,NA,1,3,Native_Recruited
7727,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Cool,14,cool season grass,1,3,Seeded
7728,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,144.1910007,0,7/25/2018,12/11/2018,Pits,high,low,Warm,10,NA,1,3,Native_Recruited
11204,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,16,NA,18,40,Invasive
11205,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,30,NA,18,40,Invasive
11206,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,23,NA,18,20,Invasive
11207,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,14,NA,16,30,Invasive
11208,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,10,NA,15,30,Invasive
11209,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,26,NA,14,30,Invasive
11210,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,10,NA,13,10,Invasive
11211,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,6,NA,12,30,Invasive
11213,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,23,NA,12,30,Invasive
11215,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,36,NA,8,40,Invasive
11223,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,10,NA,6,80,Invasive
11227,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,6,NA,6,15,Invasive
11231,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,16,NA,5,250,Invasive
11232,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,14,NA,5,150,Invasive
11233,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,30,NA,5,150,Invasive
11235,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,26,NA,5,60,Invasive
11244,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,10,NA,5,10,Invasive
11256,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,14,cool season grass,4,20,Seeded
11257,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,26,NA,4,20,Native_Recruited
11258,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,36,NA,4,20,Invasive
11263,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,16,NA,4,10,Invasive
11269,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,23,NA,3,200,Invasive
11270,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,16,NA,3,70,Native_Recruited
11271,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,30,cool season grass,3,60,Seeded
11276,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,10,NA,3,40,Invasive
11277,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,6,NA,3,30,Invasive
11286,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,16,NA,3,20,Invasive
11289,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,30,NA,3,20,Invasive
11294,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,36,NA,3,10,Invasive
11297,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,26,warm season grass,3,5,Seeded
11298,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,36,warm season grass,3,3,Seeded
11300,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,23,perennial forb legume,3,3,Seeded
11301,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,6,perennial forb,3,1,Seeded
11304,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,6,perennial forb,2,150,Seeded
11308,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,16,perennial forb,2,100,Seeded
11315,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,6,NA,2,40,Native_Recruited
11318,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,16,NA,2,30,Native_Recruited
11320,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,14,NA,2,30,Native_Recruited
11327,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,6,cool season grass,2,20,Seeded
11331,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,26,NA,2,20,Native_Recruited
11336,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,30,cool season grass,2,15,Seeded
11339,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,30,NA,2,10,Native_Recruited
11343,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,16,NA,2,5,Native_Recruited
11344,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,23,NA,2,5,Native_Recruited
11346,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,30,perennial forb legume,2,5,Seeded
11348,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,30,NA,2,3,Native_Recruited
11349,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,30,perennial forb legume,2,3,Seeded
11358,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,26,perennial forb,1,120,Seeded
11359,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,23,perennial forb,1,100,Seeded
11366,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,14,cool season grass,1,60,Seeded
11369,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,23,cool season grass,1,50,Seeded
11370,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Cool,23,cool season grass,1,50,Seeded
11371,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,36,NA,1,50,Native_Recruited
11382,BarTBar Ranch,34.889439,-111.06063,Arizona/New Mexico Plateau,311.02,11,5603,266.7880007,122.5880007,7/25/2018,4/16/2019,Pits,high,low,Warm,10,NA,1,40,Invasive
