Code,n,perc_freq,Frequency,Plant,Plot,mix,Type
LAGR10,65,8.207070707070708,0.08207070707070707,Native recruit,Drier,NA,"Native recruit, Drier"
PEHE,61,7.7020202020202015,0.07702020202020202,Native recruit,Drier,NA,"Native recruit, Drier"
MENSPP.SRER,58,7.3232323232323235,0.07323232323232323,Native recruit,Drier,NA,"Native recruit, Drier"
LACA7,51,6.4393939393939394,0.06439393939393939,Native recruit,Drier,NA,"Native recruit, Drier"
ASNU4,50,6.313131313131313,0.06313131313131314,Native recruit,Drier,NA,"Native recruit, Drier"
PECTO,46,5.808080808080808,0.05808080808080808,Native recruit,Drier,NA,"Native recruit, Drier"
DICA14,45,5.681818181818182,0.056818181818181816,Native recruit,Drier,NA,"Native recruit, Drier"
LUCO,43,5.42929292929293,0.0542929292929293,Native recruit,Drier,NA,"Native recruit, Drier"
ARAD,42,5.303030303030303,0.053030303030303025,Native recruit,Drier,NA,"Native recruit, Drier"
ERPA11,39,4.924242424242424,0.04924242424242424,Native recruit,Drier,NA,"Native recruit, Drier"
AMMEI2,38,4.797979797979798,0.047979797979797977,Native recruit,Drier,NA,"Native recruit, Drier"
SIDSPP.SRER,38,4.797979797979798,0.047979797979797977,Native recruit,Drier,NA,"Native recruit, Drier"
CRYPT.Pleasant,34,4.292929292929292,0.04292929292929292,Native recruit,Drier,NA,"Native recruit, Drier"
LOSTT,32,4.040404040404041,0.04040404040404041,Native recruit,Drier,NA,"Native recruit, Drier"
MONU,32,4.040404040404041,0.04040404040404041,Native recruit,Drier,NA,"Native recruit, Drier"
CACI2,29,3.6616161616161618,0.036616161616161616,Native recruit,Drier,NA,"Native recruit, Drier"
TRMU,29,3.6616161616161618,0.036616161616161616,Native recruit,Drier,NA,"Native recruit, Drier"
LUSP2,28,3.535353535353535,0.03535353535353535,Native recruit,Drier,NA,"Native recruit, Drier"
SACO6,28,3.535353535353535,0.03535353535353535,Native recruit,Drier,NA,"Native recruit, Drier"
DAPU3,26,3.2828282828282833,0.03282828282828283,Native recruit,Drier,NA,"Native recruit, Drier"
HAPAA,22,2.7777777777777777,0.027777777777777776,Native recruit,Drier,NA,"Native recruit, Drier"
GILSPP.SRER,21,2.6515151515151514,0.026515151515151512,Native recruit,Drier,NA,"Native recruit, Drier"
PANSPP.SRER,21,2.6515151515151514,0.026515151515151512,Native recruit,Drier,NA,"Native recruit, Drier"
SIAN2,21,2.6515151515151514,0.026515151515151512,Native recruit,Drier,NA,"Native recruit, Drier"
ACASPP.SRER,20,2.525252525252525,0.025252525252525252,Native recruit,Drier,NA,"Native recruit, Drier"
CHAL11,20,2.525252525252525,0.025252525252525252,Native recruit,Drier,NA,"Native recruit, Drier"
PACA6,20,2.525252525252525,0.025252525252525252,Native recruit,Drier,NA,"Native recruit, Drier"
BRASPP.SRER,19,2.398989898989899,0.023989898989898988,Native recruit,Drier,NA,"Native recruit, Drier"
ERDI2,19,2.398989898989899,0.023989898989898988,Native recruit,Drier,NA,"Native recruit, Drier"
LELA,19,2.398989898989899,0.023989898989898988,Native recruit,Drier,NA,"Native recruit, Drier"
UNFO_S_3.SRER,19,2.398989898989899,0.023989898989898988,Native recruit,Drier,NA,"Native recruit, Drier"
DAPU7,18,2.272727272727273,0.022727272727272728,Native recruit,Drier,NA,"Native recruit, Drier"
STMI2,18,2.272727272727273,0.022727272727272728,Native recruit,Drier,NA,"Native recruit, Drier"
MAGR10,17,2.146464646464646,0.02146464646464646,Native recruit,Drier,NA,"Native recruit, Drier"
ERER2,16,2.0202020202020203,0.020202020202020204,Native recruit,Drier,NA,"Native recruit, Drier"
LOGR4,16,2.0202020202020203,0.020202020202020204,Native recruit,Drier,NA,"Native recruit, Drier"
PSCA11,16,2.0202020202020203,0.020202020202020204,Native recruit,Drier,NA,"Native recruit, Drier"
MOVE,15,1.893939393939394,0.01893939393939394,Native recruit,Drier,NA,"Native recruit, Drier"
CHAB2,14,1.7676767676767675,0.017676767676767676,Native recruit,Drier,NA,"Native recruit, Drier"
BOUSPP.SRER,13,1.6414141414141417,0.016414141414141416,Native recruit,Drier,NA,"Native recruit, Drier"
KAGR,13,1.6414141414141417,0.016414141414141416,Native recruit,Drier,NA,"Native recruit, Drier"
SECO10,13,1.6414141414141417,0.016414141414141416,Native recruit,Drier,NA,"Native recruit, Drier"
UNGRS1.SRER,13,1.6414141414141417,0.016414141414141416,Native recruit,Drier,NA,"Native recruit, Drier"
COCA8,12,1.5151515151515151,0.015151515151515152,Native recruit,Drier,NA,"Native recruit, Drier"
EVAR,12,1.5151515151515151,0.015151515151515152,Native recruit,Drier,NA,"Native recruit, Drier"
PLOV,12,1.5151515151515151,0.015151515151515152,Native recruit,Drier,NA,"Native recruit, Drier"
ANOSPP.SRER,11,1.3888888888888888,0.013888888888888888,Native recruit,Drier,NA,"Native recruit, Drier"
UNGRS1.Patagonia,11,1.3888888888888888,0.013888888888888888,Native recruit,Drier,NA,"Native recruit, Drier"
BORA,10,1.2626262626262625,0.012626262626262626,Native recruit,Drier,NA,"Native recruit, Drier"
ERIOG.Pleasant,10,1.2626262626262625,0.012626262626262626,Native recruit,Drier,NA,"Native recruit, Drier"
LOSQ,10,1.2626262626262625,0.012626262626262626,Native recruit,Drier,NA,"Native recruit, Drier"
BOCU,9,1.1363636363636365,0.011363636363636364,Native recruit,Drier,NA,"Native recruit, Drier"
BOER4,9,1.1363636363636365,0.011363636363636364,Native recruit,Drier,NA,"Native recruit, Drier"
CRYSPP 1.SRER,9,1.1363636363636365,0.011363636363636364,Native recruit,Drier,NA,"Native recruit, Drier"
GILSPP 1.SRER,9,1.1363636363636365,0.011363636363636364,Native recruit,Drier,NA,"Native recruit, Drier"
LATR2,9,1.1363636363636365,0.011363636363636364,Native recruit,Drier,NA,"Native recruit, Drier"
ARISPP.SRER,8,1.0101010101010102,0.010101010101010102,Native recruit,Drier,NA,"Native recruit, Drier"
CAEXE,8,1.0101010101010102,0.010101010101010102,Native recruit,Drier,NA,"Native recruit, Drier"
CRCO34,8,1.0101010101010102,0.010101010101010102,Native recruit,Drier,NA,"Native recruit, Drier"
CRYSPP 2.SRER,8,1.0101010101010102,0.010101010101010102,Native recruit,Drier,NA,"Native recruit, Drier"
ERIASPP.SRER,8,1.0101010101010102,0.010101010101010102,Native recruit,Drier,NA,"Native recruit, Drier"
MEAL6,8,1.0101010101010102,0.010101010101010102,Native recruit,Drier,NA,"Native recruit, Drier"
POUM,8,1.0101010101010102,0.010101010101010102,Native recruit,Drier,NA,"Native recruit, Drier"
BOBA2,7,0.8838383838383838,0.008838383838383838,Native recruit,Drier,NA,"Native recruit, Drier"
ERLA12,7,0.8838383838383838,0.008838383838383838,Native recruit,Drier,NA,"Native recruit, Drier"
STGN,7,0.8838383838383838,0.008838383838383838,Native recruit,Drier,NA,"Native recruit, Drier"
ARTE3,6,0.7575757575757576,0.007575757575757576,Native recruit,Drier,NA,"Native recruit, Drier"
CHHY3,6,0.7575757575757576,0.007575757575757576,Native recruit,Drier,NA,"Native recruit, Drier"
DICA8,6,0.7575757575757576,0.007575757575757576,Native recruit,Drier,NA,"Native recruit, Drier"
AMDE4,5,0.6313131313131313,0.006313131313131313,Native recruit,Drier,NA,"Native recruit, Drier"
BORO2,5,0.6313131313131313,0.006313131313131313,Native recruit,Drier,NA,"Native recruit, Drier"
CHBR,5,0.6313131313131313,0.006313131313131313,Native recruit,Drier,NA,"Native recruit, Drier"
CHFR3,5,0.6313131313131313,0.006313131313131313,Native recruit,Drier,NA,"Native recruit, Drier"
CRBA5,5,0.6313131313131313,0.006313131313131313,Native recruit,Drier,NA,"Native recruit, Drier"
ERAB2,5,0.6313131313131313,0.006313131313131313,Native recruit,Drier,NA,"Native recruit, Drier"
ACHY,4,0.5050505050505051,0.005050505050505051,Native recruit,Drier,NA,"Native recruit, Drier"
BOspp.SRER,4,0.5050505050505051,0.005050505050505051,Native recruit,Drier,NA,"Native recruit, Drier"
CRYPT.Roosevelt,4,0.5050505050505051,0.005050505050505051,Native recruit,Drier,NA,"Native recruit, Drier"
DRCUI,4,0.5050505050505051,0.005050505050505051,Native recruit,Drier,NA,"Native recruit, Drier"
LIBI2,4,0.5050505050505051,0.005050505050505051,Native recruit,Drier,NA,"Native recruit, Drier"
SINE,4,0.5050505050505051,0.005050505050505051,Native recruit,Drier,NA,"Native recruit, Drier"
UNFO_S_7.SRER,4,0.5050505050505051,0.005050505050505051,Native recruit,Drier,NA,"Native recruit, Drier"
ACMIS,3,0.3787878787878788,0.003787878787878788,Native recruit,Drier,NA,"Native recruit, Drier"
AMPA,3,0.3787878787878788,0.003787878787878788,Native recruit,Drier,NA,"Native recruit, Drier"
ANOC2,3,0.3787878787878788,0.003787878787878788,Native recruit,Drier,NA,"Native recruit, Drier"
ARPUspp.SRER,3,0.3787878787878788,0.003787878787878788,Native recruit,Drier,NA,"Native recruit, Drier"
ARWA,3,0.3787878787878788,0.003787878787878788,Native recruit,Drier,NA,"Native recruit, Drier"
BOCO,3,0.3787878787878788,0.003787878787878788,Native recruit,Drier,NA,"Native recruit, Drier"
GILSPP 2.SRER,3,0.3787878787878788,0.003787878787878788,Native recruit,Drier,NA,"Native recruit, Drier"
AMSIN,2,0.25252525252525254,0.0025252525252525255,Native recruit,Drier,NA,"Native recruit, Drier"
BOCU/BORE/BORA.SRER,2,0.25252525252525254,0.0025252525252525255,Native recruit,Drier,NA,"Native recruit, Drier"
BOIN3,2,0.25252525252525254,0.0025252525252525255,Native recruit,Drier,NA,"Native recruit, Drier"
BOSPP.SRER,2,0.25252525252525254,0.0025252525252525255,Native recruit,Drier,NA,"Native recruit, Drier"
MENSPP.Patagonia,2,0.25252525252525254,0.0025252525252525255,Native recruit,Drier,NA,"Native recruit, Drier"
PAMI5,2,0.25252525252525254,0.0025252525252525255,Native recruit,Drier,NA,"Native recruit, Drier"
PEPA8,2,0.25252525252525254,0.0025252525252525255,Native recruit,Drier,NA,"Native recruit, Drier"
PLMU3,2,0.25252525252525254,0.0025252525252525255,Native recruit,Drier,NA,"Native recruit, Drier"
SPAM2,2,0.25252525252525254,0.0025252525252525255,Native recruit,Drier,NA,"Native recruit, Drier"
UNFO_P_2.Patagonia,2,0.25252525252525254,0.0025252525252525255,Native recruit,Drier,NA,"Native recruit, Drier"
UNFO_P_4.Patagonia,2,0.25252525252525254,0.0025252525252525255,Native recruit,Drier,NA,"Native recruit, Drier"
UNFO_S_4.SRER,2,0.25252525252525254,0.0025252525252525255,Native recruit,Drier,NA,"Native recruit, Drier"
UNGRS3.Patagonia,2,0.25252525252525254,0.0025252525252525255,Native recruit,Drier,NA,"Native recruit, Drier"
UNGR_S_1.SRER,2,0.25252525252525254,0.0025252525252525255,Native recruit,Drier,NA,"Native recruit, Drier"
ANCR2,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
ARNE2,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
ARPU9,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
ASTSPP.SRER,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
BAMU,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
BOAR,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
BOCU/BOER4.SRER,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
BOspp.Patagonia,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
CALSPP.Patagonia,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
CHME5,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
CHVI4,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
CRYPT.Preserve,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
CRYSPP2.SRER,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
DINE2,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
ERDED4,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
ESCA2,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
ESCAM,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
FESSPP.SRER,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
LEPSPP.Pleasant,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
MILI5,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
PHYSR.Pleasant,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
PLJAspp.SRER,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
POBI,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
POSE,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
PRVE,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
SIDSPP.Patagonia,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
SPCR,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
UNFO_P_5.Patagonia,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
UNGR-2.SRER,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
UNGR1.SRER,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
UNGR_P_1.Patagonia,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
UNGR_S_2.SRER,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
UNSHR-1.Patagonia,1,0.12626262626262627,0.0012626262626262627,Native recruit,Drier,NA,"Native recruit, Drier"
LOAR12,57,15.833333333333332,0.15833333333333333,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
VUOC,39,10.833333333333334,0.10833333333333334,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
LOHU2,38,10.555555555555555,0.10555555555555556,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
GIST,35,9.722222222222223,0.09722222222222224,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
LAGR10,33,9.166666666666666,0.09166666666666666,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
MEAL6,32,8.88888888888889,0.08888888888888889,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
PSCA11,32,8.88888888888889,0.08888888888888889,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
PLPR3,31,8.61111111111111,0.08611111111111111,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
ESCA2,29,8.055555555555555,0.08055555555555555,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
PEHE,29,8.055555555555555,0.08055555555555555,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
LUCO,27,7.5,0.075,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
CRAN4,26,7.222222222222221,0.07222222222222222,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
PLAR,23,6.388888888888888,0.06388888888888888,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
DEPI,22,6.111111111111111,0.06111111111111111,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
LOSQ,21,5.833333333333333,0.05833333333333333,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
CHPO12,20,5.555555555555555,0.05555555555555555,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
PEPL,20,5.555555555555555,0.05555555555555555,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
STGN,19,5.277777777777778,0.05277777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
PERE,18,5,0.05,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
MONU,17,4.722222222222222,0.04722222222222222,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
CACI2,15,4.166666666666666,0.04166666666666666,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
MAGL3,14,3.888888888888889,0.03888888888888889,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
CRYSPP.SRER,13,3.6111111111111107,0.03611111111111111,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
PLPA2,11,3.0555555555555554,0.030555555555555555,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
LOSTT,9,2.5,0.025,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
BOUSPP.SRER,8,2.2222222222222223,0.022222222222222223,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
CRCO34,8,2.2222222222222223,0.022222222222222223,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
DICA14,8,2.2222222222222223,0.022222222222222223,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
ERIAS,5,1.3888888888888888,0.013888888888888888,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
ERPA11,5,1.3888888888888888,0.013888888888888888,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
LEAU16,5,1.3888888888888888,0.013888888888888888,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
PHDI,5,1.3888888888888888,0.013888888888888888,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
BAMU,3,0.8333333333333334,0.008333333333333333,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
ARPU9,2,0.5555555555555556,0.005555555555555556,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
ASNU4,2,0.5555555555555556,0.005555555555555556,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
CAEXE,2,0.5555555555555556,0.005555555555555556,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
GNPA,2,0.5555555555555556,0.005555555555555556,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
SPEC2,2,0.5555555555555556,0.005555555555555556,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
AMDE4,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
AMMEI2,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
CHBR,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
DAPU3,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
DAPU7,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
DICA8,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
ERPO4,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
ESCAM,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
GLGO,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
KRLA2,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
LAGL5,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
LATR2,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
LETH2,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
SIAN2,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
TRPI,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
Unk dark.Preserve,1,0.2777777777777778,0.002777777777777778,Native recruit,Extremely wet,NA,"Native recruit, Extremely wet"
LOHU2,103,13.005050505050505,0.13005050505050506,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
PLAR,75,9.469696969696969,0.09469696969696968,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
PERE,71,8.964646464646464,0.08964646464646464,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
LOAR12,70,8.83838383838384,0.0883838383838384,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
CHPO12,58,7.3232323232323235,0.07323232323232323,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
PEPL,52,6.565656565656567,0.06565656565656566,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
LACA7,50,6.313131313131313,0.06313131313131314,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
PEHE,48,6.0606060606060606,0.06060606060606061,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
PLPA2,45,5.681818181818182,0.056818181818181816,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
VUOC,41,5.1767676767676765,0.05176767676767677,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
CRYSPP.SRER,33,4.166666666666666,0.04166666666666666,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
DICA14,32,4.040404040404041,0.04040404040404041,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
LAGR10,31,3.9141414141414144,0.039141414141414144,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
MENSPP.SRER,31,3.9141414141414144,0.039141414141414144,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
AMMEI2,27,3.4090909090909087,0.03409090909090909,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
DAPU3,25,3.1565656565656566,0.03156565656565657,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
HAPAA,21,2.6515151515151514,0.026515151515151512,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
ASNU4,20,2.525252525252525,0.025252525252525252,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
CHAL11,20,2.525252525252525,0.025252525252525252,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
SIAN2,20,2.525252525252525,0.025252525252525252,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
LUCO,19,2.398989898989899,0.023989898989898988,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
SACO6,19,2.398989898989899,0.023989898989898988,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
UNFO_S_3.SRER,19,2.398989898989899,0.023989898989898988,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
LELA,16,2.0202020202020203,0.020202020202020204,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
ERPA11,14,1.7676767676767675,0.017676767676767676,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
LUSP2,14,1.7676767676767675,0.017676767676767676,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
MONU,13,1.6414141414141417,0.016414141414141416,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
AMCO3,11,1.3888888888888888,0.013888888888888888,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
LOSTT,10,1.2626262626262625,0.012626262626262626,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
COCA8,9,1.1363636363636365,0.011363636363636364,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
ERDI2,9,1.1363636363636365,0.011363636363636364,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
ERER2,7,0.8838383838383838,0.008838383838383838,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
DAPU7,6,0.7575757575757576,0.007575757575757576,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
BORO2,5,0.6313131313131313,0.006313131313131313,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
CHFR3,5,0.6313131313131313,0.006313131313131313,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
CRBA5,5,0.6313131313131313,0.006313131313131313,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
ERLA12,5,0.6313131313131313,0.006313131313131313,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
CAEXE,4,0.5050505050505051,0.005050505050505051,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
CRYPT.Roosevelt,4,0.5050505050505051,0.005050505050505051,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
UNFO_S_7.SRER,4,0.5050505050505051,0.005050505050505051,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
ANOC2,3,0.3787878787878788,0.003787878787878788,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
ARPUspp.SRER,3,0.3787878787878788,0.003787878787878788,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
BOCU,3,0.3787878787878788,0.003787878787878788,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
BOspp.SRER,3,0.3787878787878788,0.003787878787878788,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
DRCUI,3,0.3787878787878788,0.003787878787878788,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
LIBI2,3,0.3787878787878788,0.003787878787878788,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
BOCU/BORE/BORA.SRER,2,0.25252525252525254,0.0025252525252525255,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
BOIN3,2,0.25252525252525254,0.0025252525252525255,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
BOUSPP.SRER,2,0.25252525252525254,0.0025252525252525255,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
CHBR,2,0.25252525252525254,0.0025252525252525255,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
CRCO34,2,0.25252525252525254,0.0025252525252525255,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
PECTO,2,0.25252525252525254,0.0025252525252525255,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
PLOV,2,0.25252525252525254,0.0025252525252525255,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
SECO10,2,0.25252525252525254,0.0025252525252525255,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
SPAM2,2,0.25252525252525254,0.0025252525252525255,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
UNFO_S_4.SRER,2,0.25252525252525254,0.0025252525252525255,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
UNGR_S_1.SRER,2,0.25252525252525254,0.0025252525252525255,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
AMDE4,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
AMSIN,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
ARNE2,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
BAMU,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
BOCU/BOER4.SRER,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
CACI2,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
CHME5,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
