Region,Site,Date_Seeded,Date_Monitored,SiteDateID,Plot,Treatment,PlotMix,SiteDatePlotID,CodeOriginal,Code,Name,Native,Duration,Lifeform,Count,Height,raw.row,SpeciesSeeded,PlantSource
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,10,Pits,Med-Warm,874,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,1,20,3186,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,10,Pits,Med-Warm,874,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,2,20,3187,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,10,Pits,Med-Warm,874,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,17,8,3188,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,10,Pits,Med-Warm,874,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,5,7,3189,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,10,Pits,Med-Warm,874,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,3,5,3190,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,10,Pits,Med-Warm,874,OESP,OESP.BarTBar,"Oenothera spp., BarTBar",Native/Unknown,Unknown,Forb,1,4,3191,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,10,Pits,Med-Warm,874,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,1,10,3192,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,11,Control,None,875,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,1,5,3193,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,11,Control,None,875,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,1,3,3194,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,11,Control,None,875,SCMU6,SCMU6,Schkuhria multiflora,Native,Annual,Forb,1,12,3195,No,Native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,11,Control,None,875,ATCA2,ATCA2,Atriplex canescens,Native,Perennial,Shrub,1,10,3196,No,Native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,11,Control,None,875,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,1,10,3197,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,12,Seed,Cool-Med,876,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,1,10,3198,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,12,Seed,Cool-Med,876,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,1,2,3199,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,12,Seed,Cool-Med,876,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,1,25,3200,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,12,Seed,Cool-Med,876,SCMU6,SCMU6,Schkuhria multiflora,Native,Annual,Forb,2,15,3201,No,Native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,12,Seed,Cool-Med,876,ATCA2,ATCA2,Atriplex canescens,Native,Perennial,Shrub,1,15,3202,No,Native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,13,ConMod,Cool-Med,877,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,2,12,3203,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,13,ConMod,Cool-Med,877,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,2,2,3204,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,13,ConMod,Cool-Med,877,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,4,20,3205,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,14,Pits,Cool-Med,878,DACA7,DACA7,Dalea candida,Native,Perennial,Forb,2,10,3206,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,14,Pits,Cool-Med,878,ACMI2,ACMI2,Achillea millefolium,Native,Perennial,Forb,1,5,3207,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,14,Pits,Cool-Med,878,ACMI2,ACMI2,Achillea millefolium,Native,Perennial,Forb,3,2,3208,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,14,Pits,Cool-Med,878,ELEL5,ELEL5,Elymus elymoides,Native,Perennial,Grass,1,65,3209,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,14,Pits,Cool-Med,878,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,2,10,3210,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,14,Pits,Cool-Med,878,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,3,5,3211,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,14,Pits,Cool-Med,878,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,12,4,3212,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,14,Pits,Cool-Med,878,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,2,10,3213,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,14,Pits,Cool-Med,878,ATCA2,ATCA2,Atriplex canescens,Native,Perennial,Shrub,1,10,3214,No,Native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,15,Seed,Med-Warm,879,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,5,10,3215,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,15,Seed,Med-Warm,879,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,1,10,3216,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,15,Seed,Med-Warm,879,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,2,5,3217,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,15,Seed,Med-Warm,879,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,3,5,3218,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,15,Seed,Med-Warm,879,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,8,5,3219,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,15,Seed,Med-Warm,879,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,1,10,3220,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,16,Pits,Med-Warm,880,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,16,8,3221,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,16,Pits,Med-Warm,880,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,4,10,3222,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,16,Pits,Med-Warm,880,LILE3,LILE3,Linum lewisii,Native,Perennial,Forb,1,25,3223,No,Native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,16,Pits,Med-Warm,880,DACA7,DACA7,Dalea candida,Native,Perennial,Forb,1,15,3224,No,Native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,16,Pits,Med-Warm,880,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,4,30,3225,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,16,Pits,Med-Warm,880,ACMI2,ACMI2,Achillea millefolium,Native,Perennial,Forb,1,10,3226,No,Native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,16,Pits,Med-Warm,880,ARSPP,ARSPP.BarTBar,"Artemisia spp., BarTBar",Native/Unknown,Perennial,Shrub,1,15,3227,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,17,Mulch,Med-Warm,881,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,2,10,3228,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,17,Mulch,Med-Warm,881,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,2,5,3229,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,17,Mulch,Med-Warm,881,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,2,10,3230,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,17,Mulch,Med-Warm,881,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,4,10,3231,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,17,Mulch,Med-Warm,881,ARSPP,ARSPP.BarTBar,"Artemisia spp., BarTBar",Native/Unknown,Perennial,Shrub,1,12,3232,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,17,Mulch,Med-Warm,881,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,3,10,3233,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,18,ConMod,Med-Warm,882,BOER4,BOER4,Bouteloua eriopoda,Native,Perennial,Grass,2,15,3234,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,18,ConMod,Med-Warm,882,BOER4,BOER4,Bouteloua eriopoda,Native,Perennial,Grass,1,15,3235,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,18,ConMod,Med-Warm,882,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,5,10,3236,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,18,ConMod,Med-Warm,882,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,6,5,3237,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,19,Mulch,Cool-Med,883,DACA7,DACA7,Dalea candida,Native,Perennial,Forb,1,9,3238,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,19,Mulch,Cool-Med,883,BOGR2,BOGR2,Bouteloua gracilis,Native,Perennial,Grass,1,30,3239,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,19,Mulch,Cool-Med,883,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,2,14,3240,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,19,Mulch,Cool-Med,883,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,1,5,3241,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,19,Mulch,Cool-Med,883,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,2,2,3242,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,19,Mulch,Cool-Med,883,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,2,3,3243,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,19,Mulch,Cool-Med,883,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,1,6,3244,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,20,Seed,Cool-Med,884,DACA7,DACA7,Dalea candida,Native,Perennial,Forb,1,12,3245,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,20,Seed,Cool-Med,884,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,2,5,3246,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,20,Seed,Cool-Med,884,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,12,3,3247,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,20,Seed,Cool-Med,884,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,1,10,3248,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,21,ConMod,Cool-Med,885,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,2,6,3249,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,21,ConMod,Cool-Med,885,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,3,10,3250,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,21,ConMod,Cool-Med,885,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,1,5,3251,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,21,ConMod,Cool-Med,885,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,1,10,3252,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,21,ConMod,Cool-Med,885,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,3,3,3253,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,21,ConMod,Cool-Med,885,ATCA2,ATCA2,Atriplex canescens,Native,Perennial,Shrub,1,40,3254,No,Native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,21,ConMod,Cool-Med,885,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,1,20,3255,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,22,Seed,Med-Warm,886,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,3,8,3256,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,22,Seed,Med-Warm,886,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,2,5,3257,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,22,Seed,Med-Warm,886,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,2,4,3258,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,22,Seed,Med-Warm,886,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,4,3,3259,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,23,Pits,Cool-Med,887,DACA7,DACA7,Dalea candida,Native,Perennial,Forb,9,10,3260,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,23,Pits,Cool-Med,887,DACA7,DACA7,Dalea candida,Native,Perennial,Forb,2,12,3261,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,23,Pits,Cool-Med,887,LILE3,LILE3,Linum lewisii,Native,Perennial,Forb,1,25,3262,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,23,Pits,Cool-Med,887,PASM,PASM,Pascopyrum smithii,Native,Perennial,Grass,1,50,3263,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,23,Pits,Cool-Med,887,ACMI2,ACMI2,Achillea millefolium,Native,Perennial,Forb,1,10,3264,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,23,Pits,Cool-Med,887,DACA7,DACA7,Dalea candida,Native,Perennial,Forb,1,7,3265,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,23,Pits,Cool-Med,887,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,6,10,3266,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,23,Pits,Cool-Med,887,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,6,4,3267,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,23,Pits,Cool-Med,887,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,1,15,3268,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,24,ConMod,Med-Warm,888,BOER4,BOER4,Bouteloua eriopoda,Native,Perennial,Grass,1,11,3269,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,24,ConMod,Med-Warm,888,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,4,5,3270,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,24,ConMod,Med-Warm,888,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,6,2,3271,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,24,ConMod,Med-Warm,888,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,5,10,3272,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,24,ConMod,Med-Warm,888,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,3,4,3273,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,24,ConMod,Med-Warm,888,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,10,10,3274,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,25,Control,None,889,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,7,10,3275,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,25,Control,None,889,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,3,3,3276,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,25,Control,None,889,SCMU6,SCMU6,Schkuhria multiflora,Native,Annual,Forb,2,15,3277,No,Native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,26,Pits,Med-Warm,890,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,18,5,3278,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,26,Pits,Med-Warm,890,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,3,7,3279,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,26,Pits,Med-Warm,890,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,2,10,3280,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,26,Pits,Med-Warm,890,DACA7,DACA7,Dalea candida,Native,Perennial,Forb,4,8,3281,No,Native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,26,Pits,Med-Warm,890,LILE3,LILE3,Linum lewisii,Native,Perennial,Forb,1,25,3282,No,Native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,26,Pits,Med-Warm,890,ACMI2,ACMI2,Achillea millefolium,Native,Perennial,Forb,1,3,3283,No,Native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,26,Pits,Med-Warm,890,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,2,15,3284,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,26,Pits,Med-Warm,890,ARSPP,ARSPP.BarTBar,"Artemisia spp., BarTBar",Native/Unknown,Perennial,Shrub,1,10,3285,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,27,Mulch,Med-Warm,891,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,1,20,3286,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,27,Mulch,Med-Warm,891,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,3,10,3287,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,27,Mulch,Med-Warm,891,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,3,2,3288,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,27,Mulch,Med-Warm,891,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,1,10,3289,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,27,Mulch,Med-Warm,891,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,4,10,3290,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,27,Mulch,Med-Warm,891,LILE3,LILE3,Linum lewisii,Native,Perennial,Forb,1,15,3291,No,Native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,27,Mulch,Med-Warm,891,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,1,16,3292,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,27,Mulch,Med-Warm,891,SATR12,SATR12,Salsola tragus,Introduced,Annual,Forb,1,75,3293,No,Introduced/Invasive
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,28,ConMod,Cool-Med,892,PASM,PASM,Pascopyrum smithii,Native,Perennial,Grass,1,55,3294,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,28,ConMod,Cool-Med,892,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,4,10,3295,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,28,ConMod,Cool-Med,892,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,3,25,3296,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,28,ConMod,Cool-Med,892,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,1,8,3297,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,28,ConMod,Cool-Med,892,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,1,10,3298,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,28,ConMod,Cool-Med,892,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,1,20,3299,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,29,Mulch,Cool-Med,893,DACA7,DACA7,Dalea candida,Native,Perennial,Forb,5,5,3300,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,29,Mulch,Cool-Med,893,LILE3,LILE3,Linum lewisii,Native,Perennial,Forb,2,12,3301,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,29,Mulch,Cool-Med,893,LILE3,LILE3,Linum lewisii,Native,Perennial,Forb,1,10,3302,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,29,Mulch,Cool-Med,893,LILE3,LILE3,Linum lewisii,Native,Perennial,Forb,3,2,3303,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,29,Mulch,Cool-Med,893,ACMI2,ACMI2,Achillea millefolium,Native,Perennial,Forb,1,2,3304,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,29,Mulch,Cool-Med,893,PASM,PASM,Pascopyrum smithii,Native,Perennial,Grass,1,30,3305,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,29,Mulch,Cool-Med,893,PASM,PASM,Pascopyrum smithii,Native,Perennial,Grass,1,50,3306,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,29,Mulch,Cool-Med,893,PASM,PASM,Pascopyrum smithii,Native,Perennial,Grass,1,65,3307,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,29,Mulch,Cool-Med,893,UNGR,UNGR.BarTBar,"Unknown grass, BarTBar",Unknown,Unknown,Grass,4,10,3308,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,29,Mulch,Cool-Med,893,UNFO13,UNFO13.BarTBar,"Unknown forb 13, BarTBar",Unknown,Unknown,Forb,2,8,3309,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,29,Mulch,Cool-Med,893,UNFO8,UNFO8.BarTBar,"Unknown forb 8, BarTBar",Unknown,Unknown,Forb,1,8,3310,No,Unknown_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,29,Mulch,Cool-Med,893,SPSP,SPSP.BarTBar,"Sphaeralcea spp., BarTBar",Native/Unknown,Unknown,Forb,3,20,3311,No,Likely native_recruit
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,30,Pits,Cool-Med,894,DACA7,DACA7,Dalea candida,Native,Perennial,Forb,6,10,3312,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,30,Pits,Cool-Med,894,DACA7,DACA7,Dalea candida,Native,Perennial,Forb,3,6,3313,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,30,Pits,Cool-Med,894,PASM,PASM,Pascopyrum smithii,Native,Perennial,Grass,3,60,3314,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,30,Pits,Cool-Med,894,ACMI2,ACMI2,Achillea millefolium,Native,Perennial,Forb,2,2,3315,Yes,Seeded
Colorado Plateau,BarTBar,2018-07-25,2018-11-13,43,30,Pits,Cool-Med,894,LILE3,LILE3,Linum lewisii,Native,Perennial,Forb,1,3,3316,Yes,Seeded
