Region,Site,Date_Seeded,Date_Monitored,Plot,Treatment,PlotMix,SiteDatePlotID,SiteDateID,CodeOriginal,Code,Name,Native,Duration,Lifeform,SpeciesSeeded,ObsSource,PlantSource
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,21,ConMod,Med-Warm,201,19,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,21,ConMod,Med-Warm,201,19,MEOF,MEOF,Melilotus officinalis,Introduced,Unknown,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,21,ConMod,Med-Warm,201,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,21,ConMod,Med-Warm,201,19,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,No,subplot,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,22,Mulch,Med-Warm,202,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,22,Mulch,Med-Warm,202,19,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,22,Mulch,Med-Warm,202,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,22,Mulch,Med-Warm,202,19,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,22,Mulch,Med-Warm,202,19,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,No,subplot,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,23,Control,None,203,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,23,Control,None,203,19,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,23,Control,None,203,19,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,23,Control,None,203,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,23,Control,None,203,19,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,24,Mulch,Warm,204,19,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,Yes,subplot,Seeded
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,24,Mulch,Warm,204,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,24,Mulch,Warm,204,19,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,24,Mulch,Warm,204,19,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,24,Mulch,Warm,204,19,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,24,Mulch,Warm,204,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,24,Mulch,Warm,204,19,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,24,Mulch,Warm,204,19,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,No,subplot,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,25,Pits,Med-Warm,205,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,25,Pits,Med-Warm,205,19,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,25,Pits,Med-Warm,205,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,25,Pits,Med-Warm,205,19,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,26,Seed,Med-Warm,206,19,ASNU5,ASNU5,Astragalus nuttallii,Introduced,Perennial,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,26,Seed,Med-Warm,206,19,AVFA,AVFA,Avena fatua,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,26,Seed,Med-Warm,206,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,26,Seed,Med-Warm,206,19,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,26,Seed,Med-Warm,206,19,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,26,Seed,Med-Warm,206,19,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,26,Seed,Med-Warm,206,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,26,Seed,Med-Warm,206,19,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,26,Seed,Med-Warm,206,19,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,No,subplot,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,27,ConMod,Warm,207,19,AVFA,AVFA,Avena fatua,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,27,ConMod,Warm,207,19,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,Yes,subplot,Seeded
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,27,ConMod,Warm,207,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,27,ConMod,Warm,207,19,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,27,ConMod,Warm,207,19,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,27,ConMod,Warm,207,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,27,ConMod,Warm,207,19,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,28,Pits,Warm,208,19,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,Yes,subplot,Seeded
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,28,Pits,Warm,208,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,28,Pits,Warm,208,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,28,Pits,Warm,208,19,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,29,Mulch,Med-Warm,209,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,29,Mulch,Med-Warm,209,19,ELSPP,ELSPP.AguaFria,"Elymus spp., AguaFria",Native/Unknown,Unknown,Grass,No,subplot,Likely native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,29,Mulch,Med-Warm,209,19,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,29,Mulch,Med-Warm,209,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,29,Mulch,Med-Warm,209,19,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,29,Mulch,Med-Warm,209,19,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,30,ConMod,Med-Warm,210,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,30,ConMod,Med-Warm,210,19,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,30,ConMod,Med-Warm,210,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,30,ConMod,Med-Warm,210,19,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,30,ConMod,Med-Warm,210,19,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,31,Pits,Med-Warm,211,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,31,Pits,Med-Warm,211,19,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,31,Pits,Med-Warm,211,19,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,31,Pits,Med-Warm,211,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,31,Pits,Med-Warm,211,19,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,31,Pits,Med-Warm,211,19,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,32,Pits,Warm,212,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,32,Pits,Warm,212,19,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,32,Pits,Warm,212,19,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,32,Pits,Warm,212,19,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,32,Pits,Warm,212,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,32,Pits,Warm,212,19,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,33,Seed,Warm,213,19,AVFA,AVFA,Avena fatua,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,33,Seed,Warm,213,19,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,Yes,subplot,Seeded
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,33,Seed,Warm,213,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,33,Seed,Warm,213,19,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,33,Seed,Warm,213,19,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,33,Seed,Warm,213,19,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,33,Seed,Warm,213,19,LOSA,LOSA,Lotus salsuginosus,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,33,Seed,Warm,213,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,33,Seed,Warm,213,19,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,33,Seed,Warm,213,19,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,No,subplot,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,34,ConMod,Warm,214,19,AVFA,AVFA,Avena fatua,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,34,ConMod,Warm,214,19,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,Yes,subplot,Seeded
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,34,ConMod,Warm,214,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,34,ConMod,Warm,214,19,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,34,ConMod,Warm,214,19,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,34,ConMod,Warm,214,19,LOSA,LOSA,Lotus salsuginosus,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,34,ConMod,Warm,214,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,35,Control,None,215,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,35,Control,None,215,19,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,35,Control,None,215,19,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,35,Control,None,215,19,LOSA,LOSA,Lotus salsuginosus,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,35,Control,None,215,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,36,Mulch,Warm,216,19,ACHY,ACHY,Achnatherum hymenoides,Native,Perennial,Grass,Yes,subplot,Seeded
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,36,Mulch,Warm,216,19,ASTU,ASTU,Asclepias tuberosa,Native,Perennial,Forb,Yes,subplot,Seeded
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,36,Mulch,Warm,216,19,AVFA,AVFA,Avena fatua,Introduced,Annual,Grass,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,36,Mulch,Warm,216,19,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,Yes,subplot,Seeded
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,36,Mulch,Warm,216,19,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,36,Mulch,Warm,216,19,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,36,Mulch,Warm,216,19,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,36,Mulch,Warm,216,19,LOSA,LOSA,Lotus salsuginosus,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-03-28T00:00:00Z,36,Mulch,Warm,216,19,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,1,Mulch,Med-Warm,217,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,2,Seed,Med-Warm,218,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,3,Control,None,219,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,4,Pits,Med-Warm,220,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,5,Seed,Warm,221,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,6,ConMod,Med-Warm,222,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,7,Mulch,Warm,223,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,8,Seed,Med-Warm,224,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,9,ConMod,Warm,225,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,10,Mulch,Med-Warm,226,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,11,Seed,Warm,227,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,12,ConMod,Med-Warm,228,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,13,Pits,Warm,229,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,14,Control,None,230,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,15,Pits,Med-Warm,231,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,16,Mulch,Warm,232,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,17,Seed,Med-Warm,233,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,18,ConMod,Warm,234,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,19,Seed,Warm,235,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,20,Pits,Warm,236,20,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,No,subplot,Native_recruit
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,21,ConMod,Med-Warm,237,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,22,Mulch,Med-Warm,238,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,23,Control,None,239,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,24,Mulch,Warm,240,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,25,Pits,Med-Warm,241,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,26,Seed,Med-Warm,242,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,27,ConMod,Warm,243,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,28,Pits,Warm,244,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,29,Mulch,Med-Warm,245,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,30,ConMod,Med-Warm,246,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,31,Pits,Med-Warm,247,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,32,Pits,Warm,248,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,33,Seed,Warm,249,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,34,ConMod,Warm,250,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,35,Control,None,251,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,AguaFria,2018-09-05T00:00:00Z,2019-06-20T00:00:00Z,36,Mulch,Warm,252,20,0,0,0,0,0,0,0,subplot,0
Colorado Plateau,BabbittPJ,2018-07-11T00:00:00Z,2018-07-27T00:00:00Z,1,Control,None,253,21,CHAL11,CHAL11,Chamaesyce albomarginata,Native,Perennial,Forb,No,subplot,Native_recruit
