CodeOriginal,Code,Name,Native,Duration,Lifeform,NeedsItsDuplicate,DuplicateNum
ESCAM,ESCAM,Eschscholzia californica ssp. Mexicana,Native,Unknown,Forb,No,0
GNPA,GNPA,Gnaphalium palustre,Native,Annual,Forb,No,0
GUSA2,GUSA2,Gutierrezia sarothrae,Native,Perennial,Shrub,No,0
HAGL,HAGL,Halogeton glomeratus,Introduced,Annual,Forb,No,0
HAPAA,HAPAA,Harpagonella palmeri,Native,Annual,Forb,No,0
HEBO,HEBO,Hedysarum boreale,Native,Perennial,Forb,No,0
HECI,HECI,Helianthus ciliaris,Native,Perennial,Forb,No,0
HECO26,HECO26,Hesperostipa comata,Native,Perennial,Grass,No,0
HEHIC,HEHIC,Herniaria hirsuta,Introduced,Annual,Forb,No,0
HEMU,HEMU3,Heliomeris multiflora,Native,Perennial,Forb,No,0
HEMU3,HEMU3,Heliomeris multiflora,Native,Perennial,Forb,No,0
HIIN3,HIIN3,Hirschfeldia incana,Introduced,Unknown,Forb,No,0
HOGL2,HOGL2,Hoffmannseggia glauca,Native,Perennial,Forb,No,0
HOIN,HOIN2,Hordeum intercedens,Native,Annual,Grass,No,0
HOMU,HOMU,Hordeum murinum,Introduced,Annual,Grass,No,0
HYVE,HYVE,Hybanthus verticillatus,Native,Perennial,Forb,No,0
IPLO2,IPLO2,Ipomopsis longiflora,Native,Annual,Forb,No,0
KAHI,KAHI,Kallstroemia hirsutissima,Native,Annual,Forb,No,0
KRLA2,KRLA2,Krascheninnikovia lanata,Native,Perennial,Shrub,No,0
LACA7,LACA7,Lasthenia californica,Native,Unknown,Forb,No,0
LAGL5,LAGL5,Layia glandulosa,Native,Annual,Forb,No,0
LAGR10,LAGR10,Lasthenia gracilis,Native,Annual,Forb,No,0
LAOC3,LAOC3,Lappula occidentalis,Native,Annual,Forb,No,0
LATR2,LATR2,Larrea tridentata,Native,Perennial,Shrub,No,0
LECI4,LECI4,Leymus cinereus,Native,Perennial,Grass,No,0
LEFR2,LEFR2,Lepidium fremontii,Native,Perennial,Shrub,No,0
LELA,LELA,Lepidium lasiocarpum,Native,Annual,Forb,No,0
LIBI2,LIBI2,Linanthus bigelovii,Native,Annual,Forb,No,0
LILE3,LILE3,Linum lewisii,Native,Perennial,Forb,No,0
LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No,0
LOESE2,LOESE2,Loeseliastrum franciscanum,Native,Annual,Forb,No,0
LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,0
LOSA,LOSA,Lotus salsuginosus,Native,Annual,Forb,No,0
LOSQ,LOSQ,Loeflingia squarrosa,Native,Annual,Forb,No,0
LOSTT,LOSTT,Lotus strigosus,Native,Annual,Forb,No,0
LUCO,LUCO,Lupinus concinnus,Native,Annual,Forb,No,0
LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,No,0
MAAF,MAAF,Malcolmia africana,Introduced,Annual,Forb,No,0
MADI6,MADI6,Matricaria discoidea,Introduced,Annual,Forb,No,0
MAGL3,MAGL3,Malacothrix glabrata,Native,Annual,Forb,No,0
MAGR10,MAGR10,Machaeranthera gracilis,Native,Annual,Forb,No,0
MAPA5,MAPA5,Malva parviflora,Introduced,Unknown,Forb,No,0
MATA is the SW corner,MATA2,Machaeranthera tanacetifolia,Native,Annual,Forb,No,0
MATA seedling in southwest section,MATA2,Machaeranthera tanacetifolia,Native,Annual,Forb,No,0
MATA seedlings in the southeast corner of the plot,MATA2,Machaeranthera tanacetifolia,Native,Annual,Forb,No,0
MATA2,MATA2,Machaeranthera tanacetifolia,Native,Annual,Forb,No,0
Possible MATA seedling species in suplot and in the NW pit if not than 0% seeded species cover,MATA2,Machaeranthera tanacetifolia,Native,Annual,Forb,No,0
There're a couple possible tiny MATA seedlings in some of the pits if not MATA than 0% (too small to ID for sure),MATA2,Machaeranthera tanacetifolia,Native,Annual,Forb,No,0
There're a couple potential MATA seedlings near/under a couple of the larger grass bunches however if not MATA than 0% seeded species cover,MATA2,Machaeranthera tanacetifolia,Native,Annual,Forb,No,0
A few possible small SPCRs and a couple MATA seedlings all in the pits,MATA2,Machaeranthera tanacetifolia,Native,Annual,Forb,Yes,1
Possible MATA seedlings in the northwest pit and possibly a SPCR seedling but if neither than seeded species cover would be 0%,MATA2,Machaeranthera tanacetifolia,Native,Annual,Forb,Yes,1
Possibly a couple of MATA seedlings and possibly a SPCR seedling in the subplot,MATA2,Machaeranthera tanacetifolia,Native,Annual,Forb,Yes,1
MEMO4,MEMO4,Mentzelia montana,Native,Annual,Forb,No,0
MILA6,MILA6,Mirabilis laevis,Native,Perennial,Forb,No,0
URLI5,MILI5,Microseris lindleyi,Native,Annual,Forb,No,0
MOCE,MOCE,Mollugo cerviana,Introduced,Annual,Forb,No,0
MONU,MONU,Monolepis nuttalliana,Native,Annual,Forb,No,0
ONPI,ONPI,Oncosiphon piluliferum,Introduced,Annual,Forb,No,0
PAHI5,PAHI5,Panicum hirticaule,Native,Annual,Grass,No,0
PAMI5,PAMI5,Parkinsonia microphylla,Native,Perennial,Shrub,No,0
PASM,PASM,Pascopyrum smithii,Native,Perennial,Grass,No,0
PASM (maybe),PASM,Pascopyrum smithii,Native,Perennial,Grass,No,0
Possible S-PASM seedlings,PASM,Pascopyrum smithii,Native,Perennial,Grass,No,0
PECTO,PECTO,Pectocarya,Native,Annual,Forb,No,0
PEHE,PEHE,Pectocarya heterocarpa,Native,Annual,Forb,No,0
PEPA2,PEPA2,Pectis papposa,Native,Annual,Forb,No,0
PEPA (possibly),PEPA8,Penstemon palmeri,Native,Perennial,Forb,No,0
PEPA8,PEPA8,Penstemon palmeri,Native,Perennial,Forb,No,0
Possible SPCR along the northeast edge as well as a possible PEPA seedling next to the subplot if neither than 0% seeded cover,PEPA8,Penstemon palmeri,Native,Perennial,Forb,Yes,1
SW conmod is overgrown with Blue grama but NO black grama but thee's a possible young PEPA by the NW conmod,PEPA8,Penstemon palmeri,Native,Perennial,Forb,Yes,2
PEPE26,PEPE26,Pectocarya penicillata,Native,Annual,Forb,No,0
PEPL,PEPL,Pectocarya platycarpa,Native,Annual,Forb,No,0
PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No,0
PHNE3,PHNE3,Phacelia neomexicana,Native,Annual,Forb,No,0
PHYSA,PHYSA,Physalis,Unknown,Unknown,Forb,No,0
PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No,0
PLJA,PLJA,Pleuraphis jamesii,Native,Perennial,Grass,No,0
PLMU3,PLMU3,Pleuraphis mutica,Native,Perennial,Grass,No,0
"ARPU many individuals, BAMU 1 individual, PLMU (2) 1 individual, ACHY (2) 1 individual",PLMU3,Pleuraphis mutica,Native,Perennial,Grass,Yes,4
Multiple medium to large ARPUs and BOCUs (mostly ARPUs) as well as a possible PLMU in the center of the plot,PLMU3,Pleuraphis mutica,Native,Perennial,Grass,Yes,3
Multiple small to medium ARPUs and BOCUs along with a possible PLMU (rough feeling leaves and similar seeds) with a couple small/medium BAMU that are in or near the N half of the pits and a couple small SECO seedlings sprinkled throughout,PLMU3,Pleuraphis mutica,Native,Perennial,Grass,Yes,4
Small to large ARPUs and BOCUs along with a couple small SECOs as well as a possible PLMU in the middle (rough feeling and membranous ligule but no seed heads),PLMU3,Pleuraphis mutica,Native,Perennial,Grass,Yes,3
PLOV,PLOV,Plantago ovata,Native,Annual,Forb,No,0
PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,0
PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No,0
POBI,POBI,Poa bigelovii,Native,Annual,Grass,No,0
POOL,POOL,Portulaca oleracea,Unknown,Annual,Forb,No,0
POPI3,POPI3,Portulaca pilosa,Native,Unknown,Forb,No,0
Might possibly be a small POSE,POSE,Poa secunda,Native,Perennial,Grass,No,0
POSE,POSE,Poa secunda,Native,Perennial,Grass,No,0
Small POSE near SW pit,POSE,Poa secunda,Native,Perennial,Grass,No,0
"There's a possible POSE (boat/canoe leaf blades, greener than other grasses currently around, it's very basal and tufted too with a membraneous ligule however if it's not than 0% seeded species cover",POSE,Poa secunda,Native,Perennial,Grass,No,0
"A couple small SECOs mostly near conmods and possiblya young POSE near SE conmod, Also decent size patch (~1% cover) of SECO just near/outside N edge",POSE,Poa secunda,Native,Perennial,Grass,Yes,1
"Possible small SPCR near middle of the east edge (no tiller, culm, or seed heads but fuzziness/hairs at the ligule) and possible POSE next to the subplot (all leaf blades and midvein on bottome) if not than 0% seeded species cover",POSE,Poa secunda,Native,Perennial,Grass,Yes,1
"Possibly small POSE and SPCR in the S half of the plot, BLUE grama not BLACK",POSE,Poa secunda,Native,Perennial,Grass,Yes,2
PRGL2,PRGL2,Prosopis glandulosa,Native,Perennial,Shrub,No,0
PRVE,PRVE,Prosopis velutina,Native,Perennial,Shrub,No,0
PSSP6 (maybe),PSSP6,Pseudoroegneria spicata,Native,Perennial,Grass,No,0
SAAB,SAAB,Sanvitalia abertii,Native,Annual,Forb,No,0
SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,No,0
SARE,SARE3,Salvia reflexa,Native,Annual,Forb,No,0
SARE3,SARE3,Salvia reflexa,Native,Annual,Forb,No,0
SATR,SATR12,Salsola tragus,Introduced,Annual,Forb,No,0
SATR12,SATR12,Salsola tragus,Introduced,Annual,Forb,No,0
SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,0
SCMU6,SCMU6,Schkuhria multiflora,Native,Annual,Forb,No,0
SEBA2,SEBA2,Senna bacillaris,Native,Perennial,Shrub,No,0
Not in the Med mix but there are a couple young SECOs,SECO10,Senna covesii,Native,Perennial,Forb,No,0
SECO10,SECO10,Senna covesii,Native,Perennial,Forb,No,0
"A couple small SECOs mostly near conmods and possiblya young POSE near SE conmod, Also decent size patch (~1% cover) of SECO just near/outside N edge",SECO10,Senna covesii,Native,Perennial,Forb,Yes,2
Couple small to medium ARPUs throughout and a couple small SECOs in N half of the plot typically hidden under/using ERCU as a shade plant,SECO10,Senna covesii,Native,Perennial,Forb,Yes,3
Extra large to medium large BOCUs throughout and at least 2 tiny SECO near/in SE pit and NE/subplot pit,SECO10,Senna covesii,Native,Perennial,Forb,Yes,2
"Medium SECO in/near NW pit with a couple tiny seedlings scattered throughout, medium BAMU in the middle, a few small to medium/large ARPUs sprinkled throughout, possibly a small ACHY in SE section (wirey leaf blades that clasp the stem, hairs at the node, only one seed head but similar to examples)",SECO10,Senna covesii,Native,Perennial,Forb,Yes,4
Medium to large ARPUs throughout and a couple small and medium BOCUs near the N conmods and a few teeny tiny SECOs near conmods as well,SECO10,Senna covesii,Native,Perennial,Forb,Yes,3
"Multiple ARPUs small to large sized throughout, possible ACHY in the SE pit, and a couple teeny tiny SECOs in/around some of the pits",SECO10,Senna covesii,Native,Perennial,Forb,Yes,3
Multiple medium to extra large ARPUs throught and SECo in the northwest corner under an ERCU,SECO10,Senna covesii,Native,Perennial,Forb,Yes,3
Multiple medium to large ARPU and small/medium BOCU near the NE corner and a couple tiny SECOs,SECO10,Senna covesii,Native,Perennial,Forb,Yes,3
Multiple small to medium ARPUs and BOCUs along with a possible PLMU (rough feeling leaves and similar seeds) with a couple small/medium BAMU that are in or near the N half of the pits and a couple small SECO seedlings sprinkled throughout,SECO10,Senna covesii,Native,Perennial,Forb,Yes,5
"No new growth or green vegetation on SECO in the northwest pit but still there, there's a BAMU in the southwest pit as well, possibly ACHY in the south half of the plot, multiple medium to large sized ARPUs mostly in and/or near pits but not all",SECO10,Senna covesii,Native,Perennial,Forb,Yes,4
"Possible ARPUs, SECO seedling in subplot",SECO10,Senna covesii,Native,Perennial,Forb,Yes,2
"Possible couple small ASTUs along with multiple medium to extra large ARPUs, possibly a few BAMU seedlings as well as a couple tiny to small SECOs throughout",SECO10,Senna covesii,Native,Perennial,Forb,Yes,4
Possible young BOCU and ARPU but no seed heads yet therfor unsure ifit is than seeded species cover is 1% but if not it's trace amount because of a few SECOs all found in or near pits,SECO10,Senna covesii,Native,Perennial,Forb,Yes,3
Small to large ARPUs and BOCUs along with a couple small SECOs as well as a possible PLMU in the middle (rough feeling and membranous ligule but no seed heads),SECO10,Senna covesii,Native,Perennial,Forb,Yes,4
Small to large ARPUs throughout along with a tiny baby SECO seedling in SE section,SECO10,Senna covesii,Native,Perennial,Forb,Yes,2
Small to large ARPUs throughout and a couple of small SECOs,SECO10,Senna covesii,Native,Perennial,Forb,Yes,2
Small to medium ARPUs throughout and a few tiny to small SECOs mostly near the conmods,SECO10,Senna covesii,Native,Perennial,Forb,Yes,2
"Some possible BOCUs but no seed heads, tillers, culms to verify ID yet but if all are BOCUs than it's 2% seeded species cover however if none are than there are a few SECOs throught mostly found in/near the pits",SECO10,Senna covesii,Native,Perennial,Forb,Yes,2
Southwest pit has 1 BAMU and 4 small ARPUs. Northwest pit has 2 medium and 2 small ARPUs and 1 dreid up SECO. There are a few more small to medium sized ARPUs throughout,SECO10,Senna covesii,Native,Perennial,Forb,Yes,3
There're multiple BOCUs and a couple possible SECO seedlings,SECO10,Senna covesii,Native,Perennial,Forb,Yes,2
SIAL2,SIAL2,Sisymbrium altissimum,Introduced,Annual,Forb,No,0
SIAN2,SIAN2,Silene antirrhina,Native,Annual,Forb,No,0
SIIR,SIIR,Sisymbrium irio,Introduced,Annual,Forb,No,0
SOEL,SOEL,Solanum elaeagnifolium,Native,Perennial,Forb,No,0
SOOL,SOOL,Sonchus oleraceus,Introduced,Annual,Forb,No,0
SPAI,SPAI,Sporobolus airoides,Native,Perennial,Grass,No,0
SPAM2,SPAM2,Sphaeralcea ambigua,Native,Perennial,Forb,No,0
SPAMA,SPAM2,Sphaeralcea ambigua,Native,Perennial,Forb,No,0
A few possible small SPCR in/around some of the pits,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,No,0
Possibly a SPCR,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,No,0
Possibly a couple of small SPCRs in/near the northeast pit but if not than 0%,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,No,0
Possibly a small SPCR in the S half,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,No,0
Possibly two SPCRs (or possibly POSEs?) near the southwest and northwest (No sead heads yet but membraneous ligule with hair and blades at an almost 90 degrees fro the stems however if neither than the seeded species cover would be 0%,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,No,0
SPCR,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,No,0
There's a possible SPCR along the north edge and southwest near the center however if neither are SPCRs than seeded species cover would be 0%,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,No,0
A few possible small SPCRs and a couple MATA seedlings all in the pits,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,Yes,2
Possible MATA seedlings in the northwest pit and possibly a SPCR seedling but if neither than seeded species cover would be 0%,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,Yes,2
Possible SPCR along the northeast edge as well as a possible PEPA seedling next to the subplot if neither than 0% seeded cover,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,Yes,2
"Possible SPCR in subplot, Blue not Black grama",SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,Yes,2
"Possible small SPCR near middle of the east edge (no tiller, culm, or seed heads but fuzziness/hairs at the ligule) and possible POSE next to the subplot (all leaf blades and midvein on bottome) if not than 0% seeded species cover",SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,Yes,2
Possibly a couple of MATA seedlings and possibly a SPCR seedling in the subplot,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,Yes,2
"Possibly small POSE and SPCR in the S half of the plot, BLUE grama not BLACK",SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,Yes,3
Regrowth of SPGR,SPGR2,Sphaeralcea grossulariifolia,Native,Perennial,Forb,No,0
SPGR2,SPGR2,Sphaeralcea grossulariifolia,Native,Perennial,Forb,No,0
STGN,STGN,Stylocline gnaphalioides,Native,Annual,Forb,No,0
STMI2,STMI2,Stylocline micropoides,Native,Annual,Forb,No,0
TAPO5,TAPO5,Talinum polygaloides,Native,Perennial,Forb,No,0
TILA2,TILA2,Tidestromia lanuginosa,Native,Annual,Forb,No,0
TOIN,TOIN,Townsendia incana,Native,Unknown,Forb,No,0
TRTE,TRTE,Tribulus terrestris,Introduced,Annual,Forb,No,0
VEEN,VEEN,Verbesina encelioides,Native,Annual,Forb,No,0
VEPE2,VEPE2,Veronica peregrina,Native,Annual,Forb,No,0
VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No,0
ZIGR,ZIGR,Zinnia grandiflora,Native,Perennial,Forb,No,0
