Region,Site,PlotMix,CodeOriginal,Code,Name,SpeciesSeeded
Sonoran SE,SRER,Warm,Multiple BOCU's medium-large and a possible medium sized ARPU,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Couple medium sized ARPUs (not completely sure 2/3 on certainty of ID) and a large BOCU right next to the NW plot marker rooted just outside of the plot but some overhangs into the plot,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,"Possible ARPUs, SECO seedling in subplot",ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Possible young BOCU and ARPU but no seed heads yet therfor unsure ifit is than seeded species cover is 1% but if not it's trace amount because of a few SECOs all found in or near pits,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Medium sized BOCU and ARPU,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Multiple med to extra large BOCUs and a few small to large ARPUs,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,A couple BOCUs and a possible ARPU,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,BOCU partially in/on the west edge of the plot and a possible ARPU,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Aristida species between the northeast and southeast pits possibly an ARPU if not than seeded species cover would be 0%,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Multiple BOCUS and a couple possible ARPUs throughout,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Possibly a young ASTU if not seeded species cover is 0%,ASTU,Asclepias tuberosa,NA
Sonoran SE,SRER,Warm,Quite a few small tp extra large BOCUs throughout along with a possible ASTU,ASTU,Asclepias tuberosa,NA
Sonoran SE,SRER,Warm,BAMU,BAMU,Baileya multiradiata,NA
Sonoran SE,SRER,Warm,Probable BOCUs with apparent grazing,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Medium,More of what we called BOCU in last plot,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,1 BOCU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Medium,Possible BOCUs but not in this mix,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Possibly a BOCU but has been grazed down completely and hard to confirm,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,A couple BOCUs and a couple potential BOCU nubs and a possible ARPU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Possibly 2 BOCUs (2 certainty) but very little green left to help identify,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Potentially 3 or 4 BOCU (1 certainty) and possibly an ARPU (2) or othe ARsp. hard to be certain because all the grasses have been grazed down to nubs,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,1 full BOCU (3) in the northwest corner. A couple potentially smaller grazed down ones throughout as well as a couple potential ARPUs (2),BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Multiple BOCU's medium-large and a possible medium sized ARPU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Couple medium sized ARPUs (not completely sure 2/3 on certainty of ID) and a large BOCU right next to the NW plot marker rooted just outside of the plot but some overhangs into the plot,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Extra large BOCU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Large and medium BOCUs in plot,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Possible young BOCU and ARPU but no seed heads yet therfor unsure ifit is than seeded species cover is 1% but if not it's trace amount because of a few SECOs all found in or near pits,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Couple extra large BOCUs,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Extra large to medium large BOCUs throughout and at least 2 tiny SECO near/in SE pit and NE/subplot pit,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Medium sized BOCU and ARPU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Medium BOCU mostly rooted outside of the SW side of the plot butr partially in with some overhang,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Multiple med to extra large BOCUs and a few small to large ARPUs,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Quite a few small tp extra large BOCUs throughout along with a possible ASTU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,"BOCUs with some new growth, green vegetation",BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,A couple medium sized BOCU potentails. One is for certain a BOCU if all are not and another Bouteloua species the seeded species cover would be TR,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,BOCUs,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,"Some possible BOCUs but no seed heads, tillers, culms to verify ID yet but if all are BOCUs than it's 2% seeded species cover however if none are than there are a few SECOs throught mostly found in/near the pits",BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Multiple BOCUs throughout,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,There're multiple BOCUs and a couple possible SECO seedlings,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,A couple BOCUs and a possible ARPU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,BOCU partially in/on the west edge of the plot and a possible ARPU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Multiple BOCUS and a couple possible ARPUs throughout,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Medium,Extra large BOER in S half and medium sized one next to NE plot  corner that partially hangs in and at least 2 small ones within the plot as well,BOER4,Bouteloua eriopoda,NA
Sonoran SE,SRER,Medium,HEMU,HEMU3,Heliomeris multiflora,NA
Sonoran SE,SRER,Medium,There're a couple possible tiny MATA seedlings in some of the pits if not MATA than 0% (too small to ID for sure),MATA2,Machaeranthera tanacetifolia,NA
Sonoran SE,SRER,Medium,Possible MATA seedling species in suplot and in the NW pit if not than 0% seeded species cover,MATA2,Machaeranthera tanacetifolia,NA
Sonoran SE,SRER,Medium,PEPA (possibly),PEPA8,Penstemon palmeri,NA
Sonoran SE,SRER,Medium,Possible SPCR along the northeast edge as well as a possible PEPA seedling next to the subplot if neither than 0% seeded cover,PEPA8,Penstemon palmeri,NA
Sonoran SE,SRER,Warm,"A couple small SECOs mostly near conmods and possiblya young POSE near SE conmod, Also decent size patch (~1% cover) of SECO just near/outside N edge",POSE,Poa secunda,NA
Sonoran SE,SRER,Medium,Small POSE near SW pit,POSE,Poa secunda,NA
Sonoran SE,SRER,Medium,"There's a possible POSE (boat/canoe leaf blades, greener than other grasses currently around, it's very basal and tufted too with a membraneous ligule however if it's not than 0% seeded species cover",POSE,Poa secunda,NA
Sonoran SE,SRER,Warm,"Possible ARPUs, SECO seedling in subplot",SECO10,Senna covesii,NA
Sonoran SE,SRER,Warm,Possible young BOCU and ARPU but no seed heads yet therfor unsure ifit is than seeded species cover is 1% but if not it's trace amount because of a few SECOs all found in or near pits,SECO10,Senna covesii,NA
Sonoran SE,SRER,Warm,"A couple small SECOs mostly near conmods and possiblya young POSE near SE conmod, Also decent size patch (~1% cover) of SECO just near/outside N edge",SECO10,Senna covesii,NA
Sonoran SE,SRER,Warm,Extra large to medium large BOCUs throughout and at least 2 tiny SECO near/in SE pit and NE/subplot pit,SECO10,Senna covesii,NA
Sonoran SE,SRER,Warm,"Some possible BOCUs but no seed heads, tillers, culms to verify ID yet but if all are BOCUs than it's 2% seeded species cover however if none are than there are a few SECOs throught mostly found in/near the pits",SECO10,Senna covesii,NA
Sonoran SE,SRER,Warm,There're multiple BOCUs and a couple possible SECO seedlings,SECO10,Senna covesii,NA
Sonoran SE,SRER,Medium,SPCR,SPCR,Sporobolus cryptandrus,NA
Sonoran SE,SRER,Medium,Possibly two SPCRs (or possibly POSEs?) near the southwest and northwest (No sead heads yet but membraneous ligule with hair and blades at an almost 90 degrees fro the stems however if neither than the seeded species cover would be 0%,SPCR,Sporobolus cryptandrus,NA
Sonoran SE,SRER,Medium,There's a possible SPCR along the north edge and southwest near the center however if neither are SPCRs than seeded species cover would be 0%,SPCR,Sporobolus cryptandrus,NA
Sonoran SE,SRER,Medium,Possible SPCR along the northeast edge as well as a possible PEPA seedling next to the subplot if neither than 0% seeded cover,SPCR,Sporobolus cryptandrus,NA
Utah,CRC,Cool-Med,Possible S-PASM seedlings,PASM,Pascopyrum smithii,NA
Utah,Salt_Desert,Cool-Med,PLJA,PLJA,Pleuraphis jamesii,NA
Utah,Salt_Desert,Med-Warm,PLJA,PLJA,Pleuraphis jamesii,NA
Utah,Salt_Desert,Cool-Med,SPAI,SPAI,Sporobolus airoides,NA
Utah,Salt_Desert,None,SPGR2,SPGR2,Sphaeralcea grossulariifolia,NA
Utah,UtahPJ,None,ELEL5,ELEL5,Elymus elymoides,NA
Utah,UtahPJ,Cool-Med,HECO26,HECO26,Hesperostipa comata,NA
Utah,UtahPJ,None,HECO26,HECO26,Hesperostipa comata,NA
Utah,UtahPJ,Cool,Regrowth of SPGR,SPGR2,Sphaeralcea grossulariifolia,NA
