Region,Site,Date_Seeded,Date_Monitored,Plot,Treatment,PlotMix,CodeOriginal,Code,Name,Native,Duration,Lifeform,Count,Height,raw.row,MonitorID,SpeciesSeeded
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,7,Mulch,Warm,DICA14,DICA14,Dichelostemma capitatum,Native,Perennial,Forb,1,400,967,187,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,7,Mulch,Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,20,300,968,187,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,7,Mulch,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,6,800,969,187,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,7,Mulch,Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,2,100,970,187,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,8,Seed,Med-Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,23,400,971,188,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,8,Seed,Med-Warm,ELSPP,ELSPP.AguaFria,"Elymus spp., AguaFria",Native/Unknown,Unknown,Grass,1,200,972,188,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,8,Seed,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,6,1000,973,188,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,8,Seed,Med-Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,3,300,974,188,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,8,Seed,Med-Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,3,10,975,188,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,9,ConMod,Warm,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,1,30,976,189,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,9,ConMod,Warm,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,2,40,977,189,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,9,ConMod,Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,21,300,978,189,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,9,ConMod,Warm,ELSPP,ELSPP.AguaFria,"Elymus spp., AguaFria",Native/Unknown,Unknown,Grass,2,30,979,189,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,9,ConMod,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,8,800,980,189,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,9,ConMod,Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,7,30,981,189,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,10,Mulch,Med-Warm,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,2,15,982,190,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,10,Mulch,Med-Warm,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,2,400,983,190,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,10,Mulch,Med-Warm,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,2,100,984,190,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,10,Mulch,Med-Warm,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,6,20,985,190,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,10,Mulch,Med-Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,7,300,986,190,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,10,Mulch,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,11,800,987,190,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,10,Mulch,Med-Warm,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,1,500,988,190,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,11,Seed,Warm,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,1,30,989,191,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,11,Seed,Warm,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,1,30,990,191,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,11,Seed,Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,43,300,991,191,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,11,Seed,Warm,ELSPP,ELSPP.AguaFria,"Elymus spp., AguaFria",Native/Unknown,Unknown,Grass,2,500,992,191,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,11,Seed,Warm,LOSA,LOSA,Lotus salsuginosus,Native,Annual,Forb,1,150,993,191,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,11,Seed,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,6,700,994,191,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,11,Seed,Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,4,30,995,191,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,11,Seed,Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,3,10,996,191,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,12,ConMod,Med-Warm,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,1,40,997,192,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,12,ConMod,Med-Warm,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,1,800,998,192,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,12,ConMod,Med-Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,23,300,999,192,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,12,ConMod,Med-Warm,ASNU5,ASNU5,Astragalus nuttallii,Introduced,Perennial,Forb,1,200,1000,192,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,12,ConMod,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,4,400,1001,192,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,12,ConMod,Med-Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,9,100,1002,192,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,12,ConMod,Med-Warm,MEOF,MEOF,Melilotus officinalis,Introduced,Unknown,Forb,1,200,1003,192,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,12,ConMod,Med-Warm,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,1,600,1004,192,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,12,ConMod,Med-Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,1,40,1005,192,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,13,Pits,Warm,ACHY,ACHY,Achnatherum hymenoides,Native,Perennial,Grass,1,180,1006,193,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,13,Pits,Warm,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,1,500,1007,193,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,13,Pits,Warm,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,3,10,1008,193,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,13,Pits,Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,34,300,1009,193,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,13,Pits,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,1,700,1010,193,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,13,Pits,Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,1,100,1011,193,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,13,Pits,Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,2,10,1012,193,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,14,Control,None,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,1,40,1013,194,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,14,Control,None,AVFA,AVFA,Avena fatua,Introduced,Annual,Grass,2,500,1014,194,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,14,Control,None,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,27,300,1015,194,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,14,Control,None,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,3,800,1016,194,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,14,Control,None,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,2,50,1017,194,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,14,Control,None,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,1,20,1018,194,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,15,Pits,Med-Warm,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,4,10,1019,195,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,15,Pits,Med-Warm,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,1,600,1020,195,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,15,Pits,Med-Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,28,400,1021,195,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,15,Pits,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,4,500,1022,195,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,15,Pits,Med-Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,6,30,1023,195,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,16,Mulch,Warm,ASTU,ASTU,Asclepias tuberosa,Native,Perennial,Forb,1,15,1024,196,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,16,Mulch,Warm,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,1,50,1025,196,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,16,Mulch,Warm,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,5,60,1026,196,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,16,Mulch,Warm,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,1,30,1027,196,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,16,Mulch,Warm,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,5,700,1028,196,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,16,Mulch,Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,9,300,1029,196,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,16,Mulch,Warm,LOSA,LOSA,Lotus salsuginosus,Native,Annual,Forb,1,250,1030,196,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,16,Mulch,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,5,800,1031,196,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,16,Mulch,Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,1,150,1032,196,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,16,Mulch,Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,9,50,1033,196,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,17,Seed,Med-Warm,AVFA,AVFA,Avena fatua,Introduced,Annual,Grass,1,400,1034,197,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,17,Seed,Med-Warm,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,3,100,1035,197,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,17,Seed,Med-Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,24,200,1036,197,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,17,Seed,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,10,800,1037,197,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,17,Seed,Med-Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,3,200,1038,197,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,17,Seed,Med-Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,4,20,1039,197,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,17,Seed,Med-Warm,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,2,200,1040,197,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,18,ConMod,Warm,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,2,25,1041,198,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,18,ConMod,Warm,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,2,30,1042,198,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,18,ConMod,Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,26,300,1043,198,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,18,ConMod,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,6,1200,1044,198,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,18,ConMod,Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,2,50,1045,198,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,18,ConMod,Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,1,40,1046,198,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,19,Seed,Warm,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,1,30,1047,199,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,19,Seed,Warm,ACHY,ACHY,Achnatherum hymenoides,Native,Perennial,Grass,2,160,1048,199,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,19,Seed,Warm,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,6,60,1049,199,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,19,Seed,Warm,AVFA,AVFA,Avena fatua,Introduced,Annual,Grass,13,600,1050,199,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,19,Seed,Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,11,100,1051,199,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,19,Seed,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,1,1000,1052,199,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,19,Seed,Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,9,50,1053,199,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,19,Seed,Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,1,20,1054,199,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,20,Pits,Warm,ACHY,ACHY,Achnatherum hymenoides,Native,Perennial,Grass,1,150,1055,200,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,20,Pits,Warm,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,2,15,1056,200,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,20,Pits,Warm,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,8,20,1057,200,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,20,Pits,Warm,SPSP,SPSP.AguaFria,"Sphaeralcea spp., AguaFria",Native/Unknown,Unknown,Forb,1,500,1058,200,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,20,Pits,Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,17,250,1059,200,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,20,Pits,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,1,700,1060,200,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,20,Pits,Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,2,60,1061,200,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,20,Pits,Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,6,20,1062,200,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,21,ConMod,Med-Warm,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,5,70,1063,201,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,21,ConMod,Med-Warm,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,2,50,1064,201,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,21,ConMod,Med-Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,17,100,1065,201,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,21,ConMod,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,4,80,1066,201,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,21,ConMod,Med-Warm,MEOF,MEOF,Melilotus officinalis,Introduced,Unknown,Forb,1,70,1067,201,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,21,ConMod,Med-Warm,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,1,50,1068,201,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,22,Mulch,Med-Warm,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,4,100,1069,202,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,22,Mulch,Med-Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,15,150,1070,202,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,22,Mulch,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,5,800,1071,202,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,22,Mulch,Med-Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,2,50,1072,202,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,22,Mulch,Med-Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,1,30,1073,202,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,23,Control,None,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,4,400,1074,203,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,23,Control,None,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,9,200,1075,203,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,23,Control,None,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,6,800,1076,203,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,23,Control,None,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,4,20,1077,203,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,23,Control,None,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,1,120,1078,203,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,24,Mulch,Warm,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,1,30,1079,204,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,24,Mulch,Warm,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,1,300,1080,204,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,24,Mulch,Warm,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,1,150,1081,204,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,24,Mulch,Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,26,300,1082,204,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,24,Mulch,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,10,600,1083,204,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,24,Mulch,Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,3,30,1084,204,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,24,Mulch,Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,2,150,1085,204,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,24,Mulch,Warm,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,5,300,1086,204,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,25,Pits,Med-Warm,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,6,500,1087,205,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,25,Pits,Med-Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,13,200,1088,205,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,25,Pits,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,5,800,1089,205,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,25,Pits,Med-Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,3,30,1090,205,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,26,Seed,Med-Warm,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,4,40,1091,206,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,26,Seed,Med-Warm,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,2,400,1092,206,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,26,Seed,Med-Warm,AVFA,AVFA,Avena fatua,Introduced,Annual,Grass,1,800,1093,206,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,26,Seed,Med-Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,12,300,1094,206,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,26,Seed,Med-Warm,ASNU5,ASNU5,Astragalus nuttallii,Introduced,Perennial,Forb,1,150,1095,206,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,26,Seed,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,19,1000,1096,206,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,26,Seed,Med-Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,5,50,1097,206,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,26,Seed,Med-Warm,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,2,400,1098,206,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,26,Seed,Med-Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,13,20,1099,206,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,27,ConMod,Warm,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,2,15,1100,207,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,27,ConMod,Warm,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,1,30,1101,207,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,27,ConMod,Warm,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,5,400,1102,207,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,27,ConMod,Warm,AVFA,AVFA,Avena fatua,Introduced,Annual,Grass,5,700,1103,207,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,27,ConMod,Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,26,200,1104,207,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,27,ConMod,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,8,1000,1105,207,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,27,ConMod,Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,10,100,1106,207,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,27,ConMod,Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,2,15,1107,207,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,28,Pits,Warm,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,1,10,1108,208,Yes
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,28,Pits,Warm,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,10,10,1109,208,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,28,Pits,Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,10,150,1110,208,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,28,Pits,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,2,300,1111,208,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,29,Mulch,Med-Warm,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,5,10,1112,209,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,29,Mulch,Med-Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,13,200,1113,209,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,29,Mulch,Med-Warm,ELSPP,ELSPP.AguaFria,"Elymus spp., AguaFria",Native/Unknown,Unknown,Grass,2,400,1114,209,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,29,Mulch,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,14,700,1115,209,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,29,Mulch,Med-Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,3,100,1116,209,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,29,Mulch,Med-Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,2,40,1117,209,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,30,ConMod,Med-Warm,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,6,10,1118,210,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,30,ConMod,Med-Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,11,200,1119,210,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,30,ConMod,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,18,800,1120,210,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,30,ConMod,Med-Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,6,40,1121,210,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,30,ConMod,Med-Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,2,30,1122,210,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,31,Pits,Med-Warm,HOPU,HOPU,Hordeum pusillum,Native,Annual,Grass,1,100,1123,211,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,31,Pits,Med-Warm,UNGR,UNGR.AguaFria,"Unknown grass, AguaFria",Native,Unknown,Grass,2,15,1124,211,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,31,Pits,Med-Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,8,250,1125,211,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,31,Pits,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,1,400,1126,211,No
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,31,Pits,Med-Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,1,80,1127,211,No
